match,date,time,home_team,away_team,goals_home,goals_away,referee,attendance,league,season,matchweek
11489,06/06/2017,21:30,Goiás,Santa Cruz,2,1,Rodrigo Guarizo Ferreira do Amaral,3489,Serie B,2017,5
11490,06/06/2017,21:30,Londrina,Paraná,1,1,Sandro Ricci,926,Serie B,2017,5
11491,06/06/2017,21:30,Náutico,Oeste,1,1,Adriano Milczvski,1669,Serie B,2017,5
11492,06/06/2017,22:30,CRB,Brasil Pelotas,0,1,Marcos Mateus Pereira,4211,Serie B,2017,5
11493,06/06/2017,22:30,América-MG,Ceará,1,0,Leonardo Garcia Cavaleiro,1026,Serie B,2017,5
11494,06/06/2017,22:30,Luverdense,Vila Nova,1,1,Antonio Dib Moraes de Sousa,887,Serie B,2017,5
11495,09/06/2017,20:15,Criciúma,CRB,1,0,Emerson de Almeida Ferreira,1897,Serie B,2017,6
11496,09/06/2017,21:30,Santa Cruz,Londrina,1,3,Jean Pierre Goncalves Lima,5045,Serie B,2017,6
11497,09/06/2017,21:30,Vila Nova,América-MG,2,0,Andrey da Silva e Silva,2681,Serie B,2017,6
11498,09/06/2017,22:30,Paysandu,Goiás,0,1,Daniel Nobre Bins,5945,Serie B,2017,6
11499,10/06/2017,17:30,Internacional,Náutico,4,2,Paulo Roberto Alves Júnior,23342,Serie B,2017,6
11500,10/06/2017,17:30,Brasil Pelotas,Ceará,2,3,Rodrigo D'Alonso Ferreira,2695,Serie B,2017,6
11501,10/06/2017,17:30,Paraná,Guarani,0,1,Alinor Silva da Paixão,4619,Serie B,2017,6
11502,10/06/2017,17:30,Boa Esporte,Juventude,0,2,Dyorgines Jose Padovani,1283,Serie B,2017,6
11503,10/06/2017,20:00,ABC,Figueirense,2,2,Nielson Nogueira Dias,5132,Serie B,2017,6
11504,10/06/2017,22:00,Oeste,Luverdense,0,0,Gilberto Rodrigues Castro Junior,971,Serie B,2017,6
11505,13/06/2017,20:15,Náutico,Paraná,1,2,Marcelo Aparecido Ribeiro de Souza,1700,Serie B,2017,7
11506,13/06/2017,20:15,Guarani,Paysandu,2,0,Braulio da Silva Machado,2776,Serie B,2017,7
11507,13/06/2017,20:15,Londrina,Oeste,1,1,Marcos Mateus Pereira,787,Serie B,2017,7
11508,13/06/2017,21:30,Figueirense,Criciúma,2,2,Vinicius Gonçalves Dias Araujo,4044,Serie B,2017,7
11509,13/06/2017,21:30,Goiás,Boa Esporte,4,1,Franscisco Carlos do Nascimento,4805,Serie B,2017,7
11510,13/06/2017,21:30,Juventude,ABC,3,0,Adriano Milczvski,4353,Serie B,2017,7
11511,13/06/2017,21:30,CRB,Vila Nova,1,2,Leo Simão Holanda,1943,Serie B,2017,7
11512,13/06/2017,22:30,Luverdense,Brasil Pelotas,4,0,Grazianni Maciel Rocha,772,Serie B,2017,7
11513,13/06/2017,22:30,Ceará,Santa Cruz,1,3,Wanderson Alves de Sousa,9539,Serie B,2017,7
11514,13/06/2017,22:30,América-MG,Internacional,1,1,Antonio Dib Moraes de Sousa,3392,Serie B,2017,7
11515,16/06/2017,20:15,Criciúma,Guarani,3,2,Renán Roberto de Souza,2308,Serie B,2017,8
11516,16/06/2017,21:30,Ceará,Luverdense,1,1,Thiago Duarte Peixoto,3457,Serie B,2017,8
11517,16/06/2017,21:30,Paraná,Figueirense,1,0,Luis Cesar de Oliveira Magalhães,3519,Serie B,2017,8
11518,16/06/2017,22:30,Goiás,ABC,1,2,Paulo Roberto Alves Júnior,5584,Serie B,2017,8
11519,17/06/2017,17:30,CRB,Londrina,0,3,Daniel Nobre Bins,2336,Serie B,2017,8
11520,17/06/2017,17:30,Santa Cruz,Internacional,0,0,Rodrigo D'Alonso Ferreira,25356,Serie B,2017,8
11521,17/06/2017,17:30,Boa Esporte,Náutico,2,1,Bruno Rezende Silva,832,Serie B,2017,8
11522,17/06/2017,17:30,Paysandu,Juventude,0,0,Marielson Alves Silva,4152,Serie B,2017,8
11523,17/06/2017,20:00,Brasil Pelotas,Vila Nova,3,0,Rodrigo Batista Raposo,2517,Serie B,2017,8
11524,17/06/2017,22:00,Oeste,América-MG,0,0,Rodrigo Carvalhaes de Miranda,1106,Serie B,2017,8
11525,20/06/2017,20:15,Juventude,Brasil Pelotas,1,2,João Batista de Arruda,5038,Serie B,2017,9
11526,20/06/2017,20:15,América-MG,Santa Cruz,1,0,Dyorgines Jose Padovani,2495,Serie B,2017,9
11527,20/06/2017,20:15,Náutico,Goiás,2,3,Emerson de Almeida Ferreira,1761,Serie B,2017,9
11528,20/06/2017,21:30,Figueirense,Luverdense,2,3,Franscisco Carlos do Nascimento,2988,Serie B,2017,9
11529,20/06/2017,21:30,Londrina,Criciúma,0,1,Leonardo Garcia Cavaleiro,1704,Serie B,2017,9
11530,20/06/2017,21:30,Paysandu,Boa Esporte,0,0,Marcos Mateus Pereira,3699,Serie B,2017,9
11531,20/06/2017,21:30,ABC,CRB,1,3,José Claudio Rocha Filho,4393,Serie B,2017,9
11532,20/06/2017,22:30,Guarani,Oeste,0,0,Caio Max Augusto Vieira,2499,Serie B,2017,9
11533,20/06/2017,22:30,Internacional,Paraná,0,0,Eduardo Tomaz de Aquino Valadão,12137,Serie B,2017,9
11534,20/06/2017,22:30,Vila Nova,Ceará,1,1,Savio Pereira Sampaio,4310,Serie B,2017,9
11535,23/06/2017,20:15,CRB,Paysandu,2,1,Thiago Duarte Peixoto,2284,Serie B,2017,10
11536,23/06/2017,21:30,Boa Esporte,ABC,2,1,William Machado Steffen,831,Serie B,2017,10
11537,23/06/2017,22:30,Criciúma,Paraná,2,1,Wanderson Alves de Sousa,3223,Serie B,2017,10
11538,23/06/2017,22:30,Luverdense,América-MG,0,3,Renán Roberto de Souza,2358,Serie B,2017,10
11539,24/06/2017,17:30,Londrina,Juventude,2,2,Rodrigo Guarizo Ferreira do Amaral,2096,Serie B,2017,10
11540,24/06/2017,17:30,Ceará,Oeste,3,0,Paulo Roberto Alves Júnior,5697,Serie B,2017,10
11541,24/06/2017,17:30,Santa Cruz,Figueirense,1,1,Rodrigo Nunes de Sá,9079,Serie B,2017,10
11542,24/06/2017,17:30,Goiás,Vila Nova,0,2,Jailson Macedo Freitas (BA),10828,Serie B,2017,10
11543,24/06/2017,17:30,Brasil Pelotas,Internacional,0,1,André Luiz de Freitas Castro,10449,Serie B,2017,10
11544,24/06/2017,20:00,Guarani,Náutico,2,1,Claudio Francisco Lima e Silva,3797,Serie B,2017,10
11545,27/06/2017,20:15,Juventude,Goiás,3,0,Celio Amorim,4601,Serie B,2017,11
11546,27/06/2017,22:30,Figueirense,Londrina,3,1,Alinor Silva da Paixão,3270,Serie B,2017,11
11547,30/06/2017,19:15,Paysandu,Luverdense,1,1,Jean Pierre Goncalves Lima,3629,Serie B,2017,11
11548,30/06/2017,20:30,Vila Nova,Criciúma,0,0,Daniel Nobre Bins,7924,Serie B,2017,11
11549,30/06/2017,21:30,Náutico,CRB,0,1,Devarly Lira do Rosário,4289,Serie B,2017,11
11550,01/07/2017,16:30,Paraná,Ceará,1,0,Marcos Mateus Pereira,4170,Serie B,2017,11
11551,01/07/2017,16:30,Internacional,Boa Esporte,0,1,Pablo dos Santos Alves,26206,Serie B,2017,11
11552,01/07/2017,16:30,Oeste,Santa Cruz,2,0,Luis Cesar de Oliveira Magalhães,1790,Serie B,2017,11
11553,01/07/2017,19:00,ABC,Guarani,0,1,Gilberto Rodrigues Castro Junior,2552,Serie B,2017,11
11554,01/07/2017,20:00,América-MG,Brasil Pelotas,3,0,Savio Pereira Sampaio,2950,Serie B,2017,11
11555,04/07/2017,20:15,Paysandu,Londrina,1,2,José Claudio Rocha Filho,5682,Serie B,2017,12
11556,04/07/2017,22:30,ABC,Náutico,0,1,Rodrigo D'Alonso Ferreira,4124,Serie B,2017,12
11557,07/07/2017,20:15,Santa Cruz,Brasil Pelotas,3,0,Marielson Alves Silva,6009,Serie B,2017,12
11558,07/07/2017,20:30,Goiás,Luverdense,3,1,Leonardo Garcia Cavaleiro,3516,Serie B,2017,12
11559,07/07/2017,21:30,Paraná,América-MG,1,1,Vinicius Gonçalves Dias Araujo,3878,Serie B,2017,12
11560,08/07/2017,16:30,Figueirense,Ceará,0,2,Antonio Dib Moraes de Sousa,4154,Serie B,2017,12
11561,08/07/2017,16:30,Internacional,Criciúma,1,1,Dyorgines Jose Padovani,25492,Serie B,2017,12
11562,08/07/2017,19:00,Oeste,Vila Nova,2,2,Héber Lopes,1332,Serie B,2017,12
11563,08/07/2017,19:00,Juventude,Guarani,2,0,Paulo Roberto Alves Júnior,7107,Serie B,2017,12
11564,08/07/2017,19:00,Boa Esporte,CRB,0,0,Elmo Alves Resende Cunha (GO),814,Serie B,2017,12
11565,10/07/2017,19:15,Brasil Pelotas,Oeste,3,1,Andrey da Silva e Silva,2061,Serie B,2017,13
11566,11/07/2017,19:15,Londrina,ABC,3,1,Celio Amorim,5047,Serie B,2017,13
11567,11/07/2017,19:15,Criciúma,Paysandu,1,1,Rodrigo Guarizo Ferreira do Amaral,4012,Serie B,2017,13
11568,11/07/2017,20:30,América-MG,Boa Esporte,2,0,Daniel Nobre Bins,1626,Serie B,2017,13
11569,11/07/2017,20:30,Ceará,Internacional,0,2,Leandro Bizzio Marinho,22298,Serie B,2017,13
11570,11/07/2017,20:30,Vila Nova,Paraná,3,2,Renán Roberto de Souza,5681,Serie B,2017,13
11571,11/07/2017,20:30,Guarani,Goiás,1,0,Rodrigo D'Alonso Ferreira,5123,Serie B,2017,13
11572,11/07/2017,21:30,Náutico,Juventude,1,1,Eduardo Tomaz de Aquino Valadão,5903,Serie B,2017,13
11573,11/07/2017,21:30,Luverdense,Santa Cruz,2,2,Savio Pereira Sampaio,1597,Serie B,2017,13
11574,11/07/2017,21:30,CRB,Figueirense,2,1,Pablo dos Santos Alves,4326,Serie B,2017,13
11575,14/07/2017,19:15,Brasil Pelotas,Figueirense,1,2,Leonardo Garcia Cavaleiro,2791,Serie B,2017,14
11576,14/07/2017,20:30,Oeste,Paraná,2,0,Rodrigo Batista Raposo,1043,Serie B,2017,14
11577,14/07/2017,21:30,Criciúma,Goiás,1,0,Luis Cesar de Oliveira Magalhães,3436,Serie B,2017,14
11578,15/07/2017,16:30,Vila Nova,Paysandu,1,2,Alinor Silva da Paixão,818,Serie B,2017,14
11579,15/07/2017,16:30,América-MG,Guarani,0,0,Jean Pierre Goncalves Lima,5651,Serie B,2017,14
11580,15/07/2017,16:30,CRB,Internacional,2,0,Héber Lopes,15636,Serie B,2017,14
11581,15/07/2017,16:30,Náutico,Santa Cruz,0,0,Elmo Alves Resende Cunha (GO),13450,Serie B,2017,14
11582,15/07/2017,19:00,Ceará,Juventude,2,0,Vinicius Furlan,5601,Serie B,2017,14
11583,15/07/2017,19:00,Londrina,Boa Esporte,2,2,Leo Simão Holanda,5761,Serie B,2017,14
11584,15/07/2017,21:00,Luverdense,ABC,1,0,Felipe Duarte Varejão,1216,Serie B,2017,14
11585,18/07/2017,18:15,Paraná,Brasil Pelotas,4,1,Flavio Rodrigues de Souza,2164,Serie B,2017,15
11586,18/07/2017,19:15,Figueirense,Oeste,0,0,Renán Roberto de Souza,2679,Serie B,2017,15
11587,18/07/2017,19:15,Juventude,CRB,1,1,Andrey da Silva e Silva,3406,Serie B,2017,15
11588,18/07/2017,19:15,Paysandu,Náutico,1,0,João Batista de Arruda,5373,Serie B,2017,15
11589,18/07/2017,20:30,Santa Cruz,Vila Nova,1,0,Paulo Henrique Schleinch Vollkopf,6731,Serie B,2017,15
11590,18/07/2017,20:30,Goiás,Londrina,0,1,Vinicius Gonçalves Dias Araujo,,Serie B,2017,15
11591,18/07/2017,20:30,Guarani,Ceará,2,2,Adriano Milczvski,4289,Serie B,2017,15
11592,18/07/2017,20:30,ABC,América-MG,0,1,Alisson Sidnei Furtado,3893,Serie B,2017,15
11593,18/07/2017,21:30,Boa Esporte,Criciúma,2,0,Paulo Roberto Alves Júnior,673,Serie B,2017,15
11594,18/07/2017,21:30,Internacional,Luverdense,1,0,Igor Junior Benevenuto,10393,Serie B,2017,15
11595,21/07/2017,19:15,América-MG,Figueirense,4,2,Marcos Mateus Pereira,3236,Serie B,2017,16
11596,21/07/2017,20:30,Santa Cruz,Boa Esporte,1,1,Antonio Dib Moraes de Sousa,6451,Serie B,2017,16
11597,21/07/2017,20:30,Luverdense,Paraná,1,1,Diego Pombo Lopez,1291,Serie B,2017,16
11598,21/07/2017,21:30,Ceará,Goiás,0,1,Cleisson Veloso Pereira,9131,Serie B,2017,16
11599,22/07/2017,16:30,Criciúma,ABC,2,1,Savio Pereira Sampaio,3091,Serie B,2017,16
11600,22/07/2017,16:30,Vila Nova,Internacional,2,1,Vinicius Furlan,,Serie B,2017,16
11601,22/07/2017,16:30,Londrina,Náutico,0,0,Salim Fende Chavez,3447,Serie B,2017,16
11602,22/07/2017,19:00,Oeste,Juventude,3,0,André Luiz de Freitas Castro,1084,Serie B,2017,16
11603,22/07/2017,19:00,Brasil Pelotas,Paysandu,2,1,Felipe Gomes da Silva,1532,Serie B,2017,16
11604,22/07/2017,19:00,CRB,Guarani,1,1,Grazianni Maciel Rocha,9043,Serie B,2017,16
11605,24/07/2017,19:00,ABC,Brasil Pelotas,1,0,Héber Lopes,3230,Serie B,2017,17
11606,25/07/2017,21:30,Internacional,Oeste,2,0,Claudio Francisco Lima e Silva,18357,Serie B,2017,17
11607,28/07/2017,19:15,Juventude,América-MG,0,1,Leandro Bizzio Marinho,4697,Serie B,2017,17
11608,28/07/2017,21:30,Paysandu,Ceará,1,2,Vinicius Gonçalves Dias Araujo,3723,Serie B,2017,17
11609,29/07/2017,16:30,Goiás,CRB,3,0,José Woshington da Silva,,Serie B,2017,17
11610,29/07/2017,16:30,Paraná,Santa Cruz,4,0,Franscisco Carlos do Nascimento,11638,Serie B,2017,17
11611,29/07/2017,16:30,Guarani,Londrina,2,3,Paulo Henrique Schleinch Vollkopf,7128,Serie B,2017,17
11612,29/07/2017,16:30,Figueirense,Vila Nova,0,1,Emerson de Almeida Ferreira,2962,Serie B,2017,17
11613,29/07/2017,19:00,Boa Esporte,Luverdense,1,0,Rodrigo Batista Raposo,493,Serie B,2017,17
11614,29/07/2017,19:00,Náutico,Criciúma,1,2,Jean Pierre Goncalves Lima,4085,Serie B,2017,17
11615,31/07/2017,19:00,Brasil Pelotas,Boa Esporte,0,0,Caio Max Augusto Vieira,2226,Serie B,2017,18
11616,01/08/2017,19:15,Figueirense,Juventude,2,2,Thiago Duarte Peixoto,2653,Serie B,2017,18
11617,01/08/2017,19:15,Paraná,CRB,4,1,Marielson Alves Silva,8833,Serie B,2017,18
11618,01/08/2017,20:30,Vila Nova,Náutico,0,1,Felipe Gomes da Silva,,Serie B,2017,18
11619,01/08/2017,20:30,Oeste,ABC,1,1,Dyorgines Jose Padovani,1072,Serie B,2017,18
11620,01/08/2017,20:30,América-MG,Londrina,3,2,Luis Cesar de Oliveira Magalhães,4012,Serie B,2017,18
11621,01/08/2017,20:30,Santa Cruz,Paysandu,1,2,Pablo dos Santos Alves,3603,Serie B,2017,18
11622,01/08/2017,21:30,Ceará,Criciúma,3,1,Grazianni Maciel Rocha,7761,Serie B,2017,18
11623,01/08/2017,21:30,Luverdense,Guarani,1,0,Andrey da Silva e Silva,924,Serie B,2017,18
11624,01/08/2017,21:30,Internacional,Goiás,3,0,Paulo Roberto Alves Júnior,35391,Serie B,2017,18
11625,04/08/2017,19:15,Criciúma,Brasil Pelotas,1,2,Franscisco Carlos do Nascimento,2887,Serie B,2017,19
11626,04/08/2017,20:30,Náutico,Luverdense,1,0,Pathrice Wallace Correia Maia,4789,Serie B,2017,19
11627,04/08/2017,20:30,Goiás,Oeste,0,2,Leandro Pedro Vuaden,,Serie B,2017,19
11628,04/08/2017,21:30,CRB,América-MG,2,1,Felipe Duarte Varejão,2923,Serie B,2017,19
11629,05/08/2017,16:30,ABC,Ceará,0,1,Paulo Henrique Schleinch Vollkopf,7493,Serie B,2017,19
11630,05/08/2017,16:30,Guarani,Internacional,0,2,Marcelo de Lima Henrique  (RJ),9890,Serie B,2017,19
11631,05/08/2017,16:30,Juventude,Santa Cruz,2,1,Salim Fende Chavez,5239,Serie B,2017,19
11632,05/08/2017,19:00,Boa Esporte,Paraná,2,1,Alisson Sidnei Furtado,643,Serie B,2017,19
11633,05/08/2017,19:00,Paysandu,Figueirense,0,1,Vinicius Furlan,6648,Serie B,2017,19
11634,07/08/2017,20:00,Londrina,Vila Nova,0,1,Diego Pombo Lopez,5629,Serie B,2017,19
11635,08/08/2017,19:15,Santa Cruz,Criciúma,1,2,Caio Max Augusto Vieira,4308,Serie B,2017,20
11636,08/08/2017,21:30,Luverdense,Juventude,1,0,Jailson Macedo Freitas (BA),1282,Serie B,2017,20
11637,11/08/2017,19:15,Brasil Pelotas,Guarani,1,0,Alexandre Vargas Tavares,1793,Serie B,2017,20
11638,11/08/2017,20:30,Vila Nova,Boa Esporte,1,0,Rodrigo D'Alonso Ferreira,,Serie B,2017,20
11639,11/08/2017,21:30,América-MG,Náutico,1,0,Rodolpho Toski Marques,3394,Serie B,2017,20
11640,12/08/2017,16:30,Internacional,Londrina,3,1,Savio Pereira Sampaio,36092,Serie B,2017,20
11641,12/08/2017,16:30,Ceará,CRB,1,0,Braulio da Silva Machado,27700,Serie B,2017,20
11642,12/08/2017,16:30,Paraná,ABC,1,0,Thiago Duarte Peixoto,7800,Serie B,2017,20
11643,12/08/2017,19:00,Figueirense,Goiás,1,1,Bruno Arleu de Araújo,3985,Serie B,2017,20
11644,12/08/2017,19:00,Oeste,Paysandu,1,3,Nielson Nogueira Dias,1888,Serie B,2017,20
11645,15/08/2017,19:15,Londrina,Brasil Pelotas,4,1,Gilberto Rodrigues Castro Junior,783,Serie B,2017,21
11646,15/08/2017,21:30,Náutico,Figueirense,2,0,Franscisco Carlos do Nascimento,3682,Serie B,2017,21
11647,18/08/2017,19:15,Juventude,Vila Nova,1,0,Felipe Duarte Varejão,4076,Serie B,2017,21
11648,18/08/2017,20:30,Criciúma,Oeste,1,1,Adriano Milczvski,3269,Serie B,2017,21
11649,18/08/2017,21:30,Goiás,América-MG,1,1,Marielson Alves Silva,,Serie B,2017,21
11650,19/08/2017,16:30,Boa Esporte,Ceará,4,1,Jean Pierre Goncalves Lima,1250,Serie B,2017,21
11651,19/08/2017,16:30,CRB,Luverdense,2,2,Vinicius Furlan,5241,Serie B,2017,21
11652,19/08/2017,16:30,ABC,Internacional,0,3,Felipe Gomes da Silva,6282,Serie B,2017,21
11653,19/08/2017,16:30,Guarani,Santa Cruz,2,0,Emerson de Almeida Ferreira,2563,Serie B,2017,21
11654,19/08/2017,19:00,Paysandu,Paraná,0,0,Leonardo Garcia Cavaleiro,13234,Serie B,2017,21
11655,22/08/2017,19:15,Brasil Pelotas,Goiás,2,1,Péricles Bassols Pegado Cortez (RJ),3547,Serie B,2017,22
11656,22/08/2017,21:30,América-MG,Criciúma,0,0,Marcelo de Lima Henrique  (RJ),2864,Serie B,2017,22
11657,25/08/2017,19:15,Ceará,Náutico,1,0,Daniel Nobre Bins,8554,Serie B,2017,22
11658,25/08/2017,20:30,Paraná,Juventude,2,0,José Woshington da Silva,6995,Serie B,2017,22
11659,25/08/2017,21:30,Internacional,Paysandu,3,2,Grazianni Maciel Rocha,37083,Serie B,2017,22
11660,26/08/2017,16:30,Vila Nova,ABC,2,0,Leandro Bizzio Marinho,18153,Serie B,2017,22
11661,26/08/2017,16:30,Oeste,Boa Esporte,4,1,Bruno Arleu de Araújo,1175,Serie B,2017,22
11662,26/08/2017,16:30,Santa Cruz,CRB,1,2,Alinor Silva da Paixão,8110,Serie B,2017,22
11663,26/08/2017,19:00,Figueirense,Guarani,2,1,Rodrigo Batista Raposo,7891,Serie B,2017,22
11664,26/08/2017,19:00,Luverdense,Londrina,1,0,Claudio Francisco Lima e Silva,1444,Serie B,2017,22
11665,04/09/2017,20:00,Guarani,Vila Nova,0,0,Dyorgines Jose Padovani,3207,Serie B,2017,23
11666,06/09/2017,19:30,Goiás,Paraná,0,1,Vinicius Furlan,,Serie B,2017,23
11667,06/09/2017,21:45,Náutico,Brasil Pelotas,1,0,Antonio Dib Moraes de Sousa,4684,Serie B,2017,23
11668,08/09/2017,19:15,Boa Esporte,Figueirense,1,1,Gilberto Rodrigues Castro Junior,955,Serie B,2017,23
11669,08/09/2017,21:30,Paysandu,América-MG,0,1,Franscisco Carlos do Nascimento,4931,Serie B,2017,23
11670,09/09/2017,16:30,Criciúma,Luverdense,2,1,Péricles Bassols Pegado Cortez (RJ),3607,Serie B,2017,23
11671,09/09/2017,16:30,Juventude,Internacional,2,1,Bruno Arleu de Araújo,12113,Serie B,2017,23
11672,09/09/2017,16:30,Londrina,Ceará,3,2,Pablo dos Santos Alves,6568,Serie B,2017,23
11673,09/09/2017,19:00,ABC,Santa Cruz,0,0,Jean Pierre Goncalves Lima,3395,Serie B,2017,23
11674,09/09/2017,19:00,CRB,Oeste,0,1,Savio Pereira Sampaio,4191,Serie B,2017,23
11675,12/09/2017,19:15,Boa Esporte,Guarani,2,2,Rafael Traci,1286,Serie B,2017,24
11676,12/09/2017,21:30,Criciúma,Juventude,1,2,Claudio Francisco Lima e Silva,3168,Serie B,2017,24
11677,15/09/2017,19:15,Santa Cruz,Goiás,3,0,Daniel Nobre Bins,5206,Serie B,2017,24
11678,15/09/2017,21:30,Ceará,América-MG,1,1,Luiz Flávio de Oliveira (SP),20726,Serie B,2017,24
11679,16/09/2017,16:30,Paysandu,ABC,2,0,Leandro Pedro Vuaden,6684,Serie B,2017,24
11680,16/09/2017,16:30,Vila Nova,Luverdense,2,1,Flavio Rodrigues de Souza,15830,Serie B,2017,24
11681,16/09/2017,16:30,Internacional,Figueirense,3,0,Péricles Bassols Pegado Cortez (RJ),20388,Serie B,2017,24
11682,16/09/2017,16:30,Oeste,Náutico,1,0,Grazianni Maciel Rocha,1620,Serie B,2017,24
11683,16/09/2017,16:30,Brasil Pelotas,CRB,2,0,Pablo dos Santos Alves,1905,Serie B,2017,24
11684,16/09/2017,19:00,Paraná,Londrina,2,1,Jean Pierre Goncalves Lima,14006,Serie B,2017,24
11685,19/09/2017,19:15,América-MG,Vila Nova,1,0,Paulo Roberto Alves Júnior,4413,Serie B,2017,25
11686,19/09/2017,21:30,Guarani,Paraná,0,4,Bruno Arleu de Araújo,2800,Serie B,2017,25
11687,22/09/2017,19:15,Juventude,Boa Esporte,0,0,Flavio Rodrigues de Souza,5156,Serie B,2017,25
11688,22/09/2017,21:30,Londrina,Santa Cruz,1,1,Thiago Duarte Peixoto,4382,Serie B,2017,25
11689,22/09/2017,21:30,Luverdense,Oeste,0,0,Rodrigo Batista Raposo,1130,Serie B,2017,25
11690,23/09/2017,16:30,Goiás,Paysandu,2,1,Rodolpho Toski Marques,12820,Serie B,2017,25
11691,23/09/2017,16:30,Náutico,Internacional,0,1,Jailson Macedo Freitas (BA),13409,Serie B,2017,25
11692,23/09/2017,16:30,CRB,Criciúma,1,2,Dyorgines Jose Padovani,4060,Serie B,2017,25
11693,23/09/2017,16:30,Figueirense,ABC,2,0,Wagner Reway,6316,Serie B,2017,25
11694,23/09/2017,19:00,Ceará,Brasil Pelotas,2,1,Raphael Claus,7233,Serie B,2017,25
11695,26/09/2017,19:15,Criciúma,Figueirense,1,1,Pablo dos Santos Alves,4739,Serie B,2017,26
11696,26/09/2017,19:15,Brasil Pelotas,Luverdense,0,1,Marielson Alves Silva,3687,Serie B,2017,26
11697,26/09/2017,19:15,Santa Cruz,Ceará,0,0,Leonardo Garcia Cavaleiro,9317,Serie B,2017,26
11698,26/09/2017,20:30,Paraná,Náutico,3,0,Savio Pereira Sampaio,9712,Serie B,2017,26
11699,26/09/2017,20:30,Boa Esporte,Goiás,2,0,Paulo Henrique Schleinch Vollkopf,1372,Serie B,2017,26
11700,26/09/2017,20:30,Vila Nova,CRB,3,0,Vinicius Gonçalves Dias Araujo,10092,Serie B,2017,26
11701,26/09/2017,20:30,Oeste,Londrina,4,1,Daniel Nobre Bins,1451,Serie B,2017,26
11702,26/09/2017,21:30,Paysandu,Guarani,2,1,Igor Junior Benevenuto,4245,Serie B,2017,26
11703,26/09/2017,21:30,ABC,Juventude,1,1,Franscisco Carlos do Nascimento,1277,Serie B,2017,26
11704,27/09/2017,19:30,Internacional,América-MG,2,1,Marcelo Aparecido Ribeiro de Souza,36038,Serie B,2017,26
11705,29/09/2017,19:15,Figueirense,Paraná,1,0,Wagner do Nascimento Magalhães,2651,Serie B,2017,27
11706,29/09/2017,20:30,ABC,Goiás,0,1,Emerson de Almeida Ferreira,1119,Serie B,2017,27
11707,29/09/2017,20:30,Londrina,CRB,4,1,Ricardo Marques Ribeiro (MG),683,Serie B,2017,27
11708,29/09/2017,21:30,Juventude,Paysandu,1,0,Marcos Mateus Pereira,2856,Serie B,2017,27
11709,30/09/2017,16:30,Náutico,Boa Esporte,2,0,Thiago Duarte Peixoto,2144,Serie B,2017,27
11710,30/09/2017,16:30,Internacional,Santa Cruz,2,0,Alisson Sidnei Furtado,27479,Serie B,2017,27
11711,30/09/2017,16:30,Vila Nova,Brasil Pelotas,1,1,Braulio da Silva Machado,12776,Serie B,2017,27
11712,30/09/2017,19:00,Luverdense,Ceará,0,1,Bruno Arleu de Araújo,956,Serie B,2017,27
11713,30/09/2017,19:00,Guarani,Criciúma,0,0,Alinor Silva da Paixão,1730,Serie B,2017,27
11714,01/10/2017,11:00,América-MG,Oeste,1,2,Jailson Macedo Freitas (BA),7889,Serie B,2017,27
11715,03/10/2017,19:15,Ceará,Vila Nova,2,0,Marcelo de Lima Henrique  (RJ),19090,Serie B,2017,28
11716,03/10/2017,20:30,Paraná,Internacional,1,0,Leandro Bizzio Marinho,39414,Serie B,2017,28
11717,03/10/2017,21:30,Brasil Pelotas,Juventude,1,0,Dyorgines Jose Padovani,4253,Serie B,2017,28
11718,06/10/2017,19:15,Boa Esporte,Paysandu,1,2,Adriano Milczvski,955,Serie B,2017,28
11719,06/10/2017,20:30,CRB,ABC,1,0,Diego Pombo Lopez,12011,Serie B,2017,28
11720,06/10/2017,21:30,Goiás,Náutico,2,0,Jean Pierre Goncalves Lima,12347,Serie B,2017,28
11721,07/10/2017,16:30,Criciúma,Londrina,2,1,Grazianni Maciel Rocha,2660,Serie B,2017,28
11722,07/10/2017,16:30,Oeste,Guarani,3,0,Vinicius Furlan,6772,Serie B,2017,28
11723,07/10/2017,19:00,Luverdense,Figueirense,3,0,João Batista de Arruda,1038,Serie B,2017,28
11724,07/10/2017,19:00,Santa Cruz,América-MG,0,1,Flavio Rodrigues de Souza,9083,Serie B,2017,28
11725,09/10/2017,19:00,Internacional,Brasil Pelotas,1,0,Elmo Alves Resende Cunha (GO),24816,Serie B,2017,29
11726,13/10/2017,19:15,Paysandu,CRB,0,0,Bruno Arleu de Araújo,13952,Serie B,2017,29
11727,13/10/2017,20:30,Paraná,Criciúma,2,1,Igor Junior Benevenuto,12594,Serie B,2017,29
11728,13/10/2017,21:30,Juventude,Londrina,0,2,Jailson Macedo Freitas (BA),3107,Serie B,2017,29
11729,14/10/2017,16:30,ABC,Boa Esporte,1,0,Marielson Alves Silva,896,Serie B,2017,29
11730,14/10/2017,16:30,Figueirense,Santa Cruz,2,1,Savio Pereira Sampaio,3537,Serie B,2017,29
11731,14/10/2017,16:30,América-MG,Luverdense,2,1,Thiago Duarte Peixoto,6377,Serie B,2017,29
11732,14/10/2017,16:30,Vila Nova,Goiás,0,0,Wagner do Nascimento Magalhães,13429,Serie B,2017,29
11733,14/10/2017,19:00,Oeste,Ceará,0,1,Rodrigo D'Alonso Ferreira,6146,Serie B,2017,29
