match,date,time,home_team,away_team,goals_home,goals_away,referee,attendance,league,season,matchweek
11734,14/10/2017,19:00,Náutico,Guarani,2,0,Pablo dos Santos Alves,1949,Serie B,2017,29
11735,17/10/2017,18:15,Londrina,Figueirense,1,0,Eduardo Tomaz de Aquino Valadão,1283,Serie B,2017,30
11736,17/10/2017,18:15,Guarani,ABC,1,1,Péricles Bassols Pegado Cortez (RJ),2633,Serie B,2017,30
11737,17/10/2017,18:15,Boa Esporte,Internacional,0,0,Franscisco Carlos do Nascimento,3952,Serie B,2017,30
11738,17/10/2017,19:30,Ceará,Paraná,1,0,Rodrigo Guarizo Ferreira do Amaral,36720,Serie B,2017,30
11739,17/10/2017,19:30,Santa Cruz,Oeste,2,2,Elmo Alves Resende Cunha (GO),7636,Serie B,2017,30
11740,17/10/2017,19:30,Criciúma,Vila Nova,0,1,João Batista de Arruda,2551,Serie B,2017,30
11741,17/10/2017,19:30,Brasil Pelotas,América-MG,0,0,Paulo Henrique Schleinch Vollkopf,3024,Serie B,2017,30
11742,17/10/2017,20:30,CRB,Náutico,2,2,Wanderson Alves de Sousa,10664,Serie B,2017,30
11743,17/10/2017,20:30,Luverdense,Paysandu,1,1,Felipe Gomes da Silva,1488,Serie B,2017,30
11744,17/10/2017,20:30,Goiás,Juventude,1,0,Leonardo Garcia Cavaleiro,9073,Serie B,2017,30
11745,20/10/2017,18:15,Guarani,Juventude,2,0,Savio Pereira Sampaio,2444,Serie B,2017,31
11746,20/10/2017,19:30,Náutico,ABC,1,2,Daniel Nobre Bins,2474,Serie B,2017,31
11747,20/10/2017,19:30,CRB,Boa Esporte,1,1,Rodrigo Nunes de Sá,7361,Serie B,2017,31
11748,20/10/2017,20:30,Ceará,Figueirense,2,2,Alisson Sidnei Furtado,38271,Serie B,2017,31
11749,21/10/2017,15:30,Criciúma,Internacional,2,3,Wagner Reway,10122,Serie B,2017,31
11750,21/10/2017,16:30,Brasil Pelotas,Santa Cruz,1,1,Marcos Mateus Pereira,4228,Serie B,2017,31
11751,21/10/2017,16:30,Vila Nova,Oeste,0,0,Marielson Alves Silva,22076,Serie B,2017,31
11752,21/10/2017,16:30,Londrina,Paysandu,2,0,Dyorgines Jose Padovani,2118,Serie B,2017,31
11753,21/10/2017,18:00,América-MG,Paraná,1,1,Grazianni Maciel Rocha,6697,Serie B,2017,31
11754,21/10/2017,20:00,Luverdense,Goiás,1,2,Braulio da Silva Machado,1383,Serie B,2017,31
11755,24/10/2017,18:15,Juventude,Náutico,0,0,Emerson de Almeida Ferreira,3639,Serie B,2017,32
11756,24/10/2017,20:30,Paraná,Vila Nova,1,0,Marcelo Aparecido Ribeiro de Souza,10639,Serie B,2017,32
11757,27/10/2017,18:15,Figueirense,CRB,3,1,Raphael Claus,4368,Serie B,2017,32
11758,27/10/2017,18:30,Oeste,Brasil Pelotas,1,0,Leonardo Garcia Cavaleiro,3444,Serie B,2017,32
11759,27/10/2017,20:30,Paysandu,Criciúma,1,0,Flavio Rodrigues de Souza,6224,Serie B,2017,32
11760,28/10/2017,15:30,Boa Esporte,América-MG,2,2,Dyorgines Jose Padovani,1311,Serie B,2017,32
11761,28/10/2017,16:30,ABC,Londrina,3,0,Pablo dos Santos Alves,2111,Serie B,2017,32
11762,28/10/2017,16:30,Santa Cruz,Luverdense,0,0,Rodolpho Toski Marques,10520,Serie B,2017,32
11763,28/10/2017,16:30,Internacional,Ceará,0,1,Wagner do Nascimento Magalhães,38022,Serie B,2017,32
11764,28/10/2017,18:00,Goiás,Guarani,1,1,Bruno Arleu de Araújo,12586,Serie B,2017,32
11765,31/10/2017,17:30,Goiás,Criciúma,1,1,Vinicius Gonçalves Dias Araujo,3932,Serie B,2017,33
11766,31/10/2017,19:30,Paraná,Oeste,1,2,Péricles Bassols Pegado Cortez (RJ),14155,Serie B,2017,33
11767,03/11/2017,17:15,Juventude,Ceará,1,0,Dewson Fernando Freitas da Silva,4427,Serie B,2017,33
11768,03/11/2017,17:15,Internacional,CRB,0,0,Rodolpho Toski Marques,25764,Serie B,2017,33
11769,03/11/2017,19:30,ABC,Luverdense,0,1,Alisson Sidnei Furtado,4087,Serie B,2017,33
11770,03/11/2017,19:30,Paysandu,Vila Nova,1,1,Paulo Henrique Schleinch Vollkopf,10935,Serie B,2017,33
11771,04/11/2017,15:30,Santa Cruz,Náutico,2,3,Thiago Duarte Peixoto,8564,Serie B,2017,33
11772,04/11/2017,15:30,Guarani,América-MG,0,1,Rodrigo Batista Raposo,5133,Serie B,2017,33
11773,04/11/2017,15:30,Boa Esporte,Londrina,0,1,Grazianni Maciel Rocha,830,Serie B,2017,33
11774,04/11/2017,15:30,Figueirense,Brasil Pelotas,2,0,Paulo Roberto Alves Júnior,4448,Serie B,2017,33
11775,06/11/2017,18:00,Luverdense,Internacional,2,2,Claudio Francisco Lima e Silva,4543,Serie B,2017,34
11776,07/11/2017,17:15,América-MG,ABC,2,0,Rodrigo D'Alonso Ferreira,5950,Serie B,2017,34
11777,07/11/2017,17:15,Vila Nova,Santa Cruz,1,1,Emerson de Almeida Ferreira,3461,Serie B,2017,34
11778,07/11/2017,17:15,Criciúma,Boa Esporte,2,0,Leonardo Garcia Cavaleiro,2055,Serie B,2017,34
11779,07/11/2017,18:30,Londrina,Goiás,2,0,Vinicius Furlan,1515,Serie B,2017,34
11780,07/11/2017,18:30,Oeste,Figueirense,1,1,Pablo dos Santos Alves,3665,Serie B,2017,34
11781,07/11/2017,18:30,Náutico,Paysandu,1,3,Felipe Gomes da Silva,2310,Serie B,2017,34
11782,07/11/2017,19:30,Ceará,Guarani,2,2,Marielson Alves Silva,32318,Serie B,2017,34
11783,07/11/2017,19:30,Brasil Pelotas,Paraná,2,0,Eduardo Tomaz de Aquino Valadão,9414,Serie B,2017,34
11784,07/11/2017,19:30,CRB,Juventude,2,0,João Batista de Arruda,10048,Serie B,2017,34
11785,10/11/2017,17:15,Juventude,Oeste,0,0,Franscisco Carlos do Nascimento,2585,Serie B,2017,35
11786,10/11/2017,19:30,Paraná,Luverdense,2,0,Bruno Arleu de Araújo,13038,Serie B,2017,35
11787,10/11/2017,19:30,ABC,Criciúma,3,1,Marcos Mateus Pereira,1155,Serie B,2017,35
11788,11/11/2017,14:30,Internacional,Vila Nova,1,1,Dyorgines Jose Padovani,33088,Serie B,2017,35
11789,11/11/2017,15:30,Figueirense,América-MG,1,2,Alisson Sidnei Furtado,7044,Serie B,2017,35
11790,11/11/2017,15:30,Boa Esporte,Santa Cruz,4,2,Paulo Roberto Alves Júnior,760,Serie B,2017,35
11791,11/11/2017,15:30,Náutico,Londrina,1,2,Jean Pierre Goncalves Lima,1120,Serie B,2017,35
11792,11/11/2017,15:30,Goiás,Ceará,0,0,Grazianni Maciel Rocha,6043,Serie B,2017,35
11793,11/11/2017,17:00,Paysandu,Brasil Pelotas,2,3,Rodrigo Batista Raposo,9839,Serie B,2017,35
11794,11/11/2017,17:00,Guarani,CRB,2,1,Claudio Francisco Lima e Silva,6464,Serie B,2017,35
11795,14/11/2017,17:15,Criciúma,Náutico,0,0,Alinor Silva da Paixão,1465,Serie B,2017,36
11796,14/11/2017,17:15,Londrina,Guarani,1,0,João Batista de Arruda,3209,Serie B,2017,36
11797,14/11/2017,18:30,Oeste,Internacional,0,0,Péricles Bassols Pegado Cortez (RJ),10205,Serie B,2017,36
11798,14/11/2017,18:30,Vila Nova,Figueirense,1,1,Leonardo Garcia Cavaleiro,1737,Serie B,2017,36
11799,14/11/2017,18:30,Brasil Pelotas,ABC,3,0,Savio Pereira Sampaio,9913,Serie B,2017,36
11800,14/11/2017,19:30,CRB,Goiás,2,1,Felipe Gomes da Silva,8413,Serie B,2017,36
11801,14/11/2017,19:30,Ceará,Paysandu,2,0,Wagner do Nascimento Magalhães,45197,Serie B,2017,36
11802,14/11/2017,19:30,América-MG,Juventude,1,0,Vinicius Gonçalves Dias Araujo,10024,Serie B,2017,36
11803,14/11/2017,19:30,Santa Cruz,Paraná,0,0,Ricardo Marques Ribeiro (MG),2005,Serie B,2017,36
11804,14/11/2017,19:30,Luverdense,Boa Esporte,0,1,Héber Lopes,2499,Serie B,2017,36
11805,17/11/2017,17:15,Guarani,Luverdense,0,0,Jailson Macedo Freitas (BA),6648,Serie B,2017,37
11806,17/11/2017,19:30,Juventude,Figueirense,0,0,Dyorgines Jose Padovani,2414,Serie B,2017,37
11807,18/11/2017,15:00,Londrina,América-MG,0,0,Franscisco Carlos do Nascimento,6913,Serie B,2017,37
11808,18/11/2017,15:00,Goiás,Internacional,0,2,Héber Lopes,7046,Serie B,2017,37
11809,18/11/2017,15:30,Náutico,Vila Nova,1,2,Grazianni Maciel Rocha,286,Serie B,2017,37
11810,18/11/2017,15:30,Paysandu,Santa Cruz,4,2,Jean Pierre Goncalves Lima,7007,Serie B,2017,37
11811,18/11/2017,15:30,Boa Esporte,Brasil Pelotas,2,1,Elmo Alves Resende Cunha (GO),1004,Serie B,2017,37
11812,18/11/2017,15:30,CRB,Paraná,0,1,Marcelo de Lima Henrique  (RJ),12202,Serie B,2017,37
11813,18/11/2017,15:30,ABC,Oeste,2,0,Rodrigo Batista Raposo,1106,Serie B,2017,37
11814,18/11/2017,17:30,Criciúma,Ceará,1,1,Raphael Claus,1577,Serie B,2017,37
11815,21/11/2017,18:00,Santa Cruz,Juventude,5,2,Paulo Henrique de Melo Salmazio,1502,Serie B,2017,38
11816,24/11/2017,17:15,Brasil Pelotas,Criciúma,3,2,Luis Cesar de Oliveira Magalhães,9857,Serie B,2017,38
11817,24/11/2017,19:30,Figueirense,Paysandu,1,0,Edina Alves Batista,3754,Serie B,2017,38
11818,25/11/2017,15:30,Internacional,Guarani,2,0,Rodolpho Toski Marques,30008,Serie B,2017,38
11819,25/11/2017,15:30,Luverdense,Náutico,3,0,Renán Roberto de Souza,512,Serie B,2017,38
11820,25/11/2017,15:30,América-MG,CRB,1,0,Luiz Flávio de Oliveira (SP),22481,Serie B,2017,38
11821,25/11/2017,15:30,Vila Nova,Londrina,0,1,Salim Fende Chavez,893,Serie B,2017,38
11822,25/11/2017,15:30,Paraná,Boa Esporte,1,1,Alisson Sidnei Furtado,37714,Serie B,2017,38
11823,25/11/2017,15:30,Ceará,ABC,1,0,Rodrigo Batista Raposo,56999,Serie B,2017,38
11824,25/11/2017,15:30,Oeste,Goiás,1,1,Deborah Correia,2827,Serie B,2017,38
11825,13/04/2018,19:15,Fortaleza,Guarani,2,1,Claudio Francisco Lima e Silva,12814,Serie B,2018,1
11826,13/04/2018,20:30,Oeste,CRB,2,0,Igor Junior Benevenuto,1246,Serie B,2018,1
11827,13/04/2018,20:30,Atlético-GO,Criciúma,3,2,Jean Pierre Goncalves Lima,1495,Serie B,2018,1
11828,13/04/2018,21:30,Figueirense,Juventude,2,1,Paulo Roberto Alves Júnior,3131,Serie B,2018,1
11829,14/04/2018,16:30,Londrina,Boa Esporte,1,0,Andrey da Silva e Silva,1467,Serie B,2018,1
11830,14/04/2018,16:30,Brasil Pelotas,São Bento,1,1,Caio Max Augusto Vieira,3001,Serie B,2018,1
11831,14/04/2018,16:30,Vila Nova,Avaí,1,0,Antonio Dib Moraes de Sousa,3336,Serie B,2018,1
11832,14/04/2018,16:30,CSA,Goiás,2,1,Gilberto Rodrigues Castro Junior,6626,Serie B,2018,1
11833,14/04/2018,19:00,Sampaio Corrêa,Coritiba,2,0,Paulo Henrique Schleinch Vollkopf,,Serie B,2018,1
11834,14/04/2018,21:00,Ponte Preta,Paysandu,0,1,Péricles Bassols Pegado Cortez (RJ),,Serie B,2018,1
11835,17/04/2018,19:15,Boa Esporte,Fortaleza,0,2,Roger Goulart,930,Serie B,2018,2
11836,17/04/2018,21:30,Coritiba,Atlético-GO,1,0,Francisco Carlos do Nascimento,4012,Serie B,2018,2
11837,20/04/2018,19:15,Juventude,Oeste,1,1,Alinor Silva da Paixão,3165,Serie B,2018,2
11838,20/04/2018,20:30,São Bento,CSA,2,1,Diego Pombo Lopez,2391,Serie B,2018,2
11839,20/04/2018,21:30,Paysandu,Londrina,1,0,Denis Ribeiro Serafim,4209,Serie B,2018,2
11840,21/04/2018,16:30,CRB,Vila Nova,0,1,Pablo Ramón Goncalves Pinheiro,2877,Serie B,2018,2
11841,21/04/2018,16:30,Guarani,Sampaio Corrêa,2,0,Wanderson Alves de Sousa,4644,Serie B,2018,2
11842,21/04/2018,16:30,Avaí,Brasil Pelotas,2,2,Emerson de Almeida Ferreira,3161,Serie B,2018,2
11843,21/04/2018,16:30,Goiás,Figueirense,0,2,Dyorgines Jose Padovani,3191,Serie B,2018,2
11844,21/04/2018,19:00,Criciúma,Ponte Preta,0,1,João Batista de Arruda,2747,Serie B,2018,2
11845,24/04/2018,19:15,Atlético-GO,Guarani,3,2,Alexandre Vargas Tavares,2005,Serie B,2018,3
11846,24/04/2018,21:30,Fortaleza,CRB,3,1,Marielson Alves Silva,14478,Serie B,2018,3
11847,27/04/2018,19:15,Figueirense,Boa Esporte,2,0,Savio Pereira Sampaio,4650,Serie B,2018,3
11848,27/04/2018,20:30,CSA,Oeste,5,1,Felipe Gomes da Silva,9673,Serie B,2018,3
11849,27/04/2018,21:30,Coritiba,Criciúma,2,1,Eduardo Tomaz de Aquino Valadão,7713,Serie B,2018,3
11850,28/04/2018,16:30,Vila Nova,Sampaio Corrêa,3,1,Rodrigo D'Alonso Ferreira,5894,Serie B,2018,3
11851,28/04/2018,16:30,Paysandu,Brasil Pelotas,2,1,Paulo Henrique Schleinch Vollkopf,5530,Serie B,2018,3
11852,28/04/2018,16:30,Juventude,Avaí,1,3,Rodrigo Carvalhaes de Miranda,3427,Serie B,2018,3
11853,28/04/2018,19:00,Ponte Preta,Londrina,0,1,Emerson de Almeida Ferreira,,Serie B,2018,3
11854,28/04/2018,21:00,São Bento,Goiás,1,1,Andrey da Silva e Silva,3316,Serie B,2018,3
11855,01/05/2018,16:00,Boa Esporte,Juventude,1,2,Antonio Dib Moraes de Sousa,647,Serie B,2018,4
11856,01/05/2018,16:00,Criciúma,CSA,1,3,Elmo Alves Resende Cunha (GO),2517,Serie B,2018,4
11857,01/05/2018,16:30,Londrina,Fortaleza,1,1,Thiago Duarte Peixoto,4511,Serie B,2018,4
11858,01/05/2018,16:30,Brasil Pelotas,Figueirense,1,0,André Luiz de Freitas Castro,2636,Serie B,2018,4
11859,04/05/2018,19:15,Sampaio Corrêa,Paysandu,1,1,Wagner Reway,4145,Serie B,2018,4
11860,04/05/2018,20:30,CRB,Atlético-GO,3,1,Bruno Arleu de Araújo,4274,Serie B,2018,4
11861,04/05/2018,21:30,Oeste,Coritiba,1,1,Caio Max Augusto Vieira,1315,Serie B,2018,4
11862,05/05/2018,16:30,Goiás,Vila Nova,1,3,Sandro Ricci,7590,Serie B,2018,4
11863,05/05/2018,16:30,Avaí,São Bento,1,1,Francisco Carlos do Nascimento,4029,Serie B,2018,4
11864,05/05/2018,19:00,Guarani,Ponte Preta,2,3,Leandro Pedro Vuaden,18078,Serie B,2018,4
11865,07/05/2018,20:30,Sampaio Corrêa,CRB,2,3,Dyorgines Jose Padovani,2183,Serie B,2018,5
11866,08/05/2018,19:15,Guarani,Criciúma,1,0,Mayron Frederico dos Reis Novais,2511,Serie B,2018,5
11867,08/05/2018,21:30,Coritiba,Brasil Pelotas,1,0,Rodrigo Batista Raposo,5466,Serie B,2018,5
11868,11/05/2018,19:15,Juventude,Paysandu,1,1,Emerson de Almeida Ferreira,2990,Serie B,2018,5
11869,11/05/2018,21:30,Atlético-GO,Londrina,0,0,Leo Simão Holanda,1615,Serie B,2018,5
11870,12/05/2018,16:30,CSA,Boa Esporte,1,0,Rodrigo Carvalhaes de Miranda,12773,Serie B,2018,5
11871,12/05/2018,16:30,São Bento,Oeste,1,0,Daniel Nobre Bins,3294,Serie B,2018,5
11872,12/05/2018,16:30,Figueirense,Avaí,0,1,Rodolpho Toski Marques,13136,Serie B,2018,5
11873,12/05/2018,19:00,Fortaleza,Goiás,3,0,Felipe Gomes da Silva,32558,Serie B,2018,5
11874,13/05/2018,16:00,Vila Nova,Ponte Preta,0,0,Paulo Henrique Schleinch Vollkopf,14293,Serie B,2018,5
11875,15/05/2018,19:15,CRB,Avaí,0,4,Vinicius Furlan,4681,Serie B,2018,6
11876,15/05/2018,21:30,Criciúma,Juventude,0,0,Marcelo Aparecido Ribeiro de Souza,2188,Serie B,2018,6
11877,18/05/2018,19:15,Goiás,Guarani,1,1,Daniel Nobre Bins,2672,Serie B,2018,6
11878,18/05/2018,20:30,Brasil Pelotas,Sampaio Corrêa,1,2,Andrey da Silva e Silva,1803,Serie B,2018,6
11879,18/05/2018,21:30,Figueirense,Fortaleza,1,3,Dyorgines Jose Padovani,3141,Serie B,2018,6
11880,19/05/2018,16:30,Oeste,Vila Nova,2,0,Jailson Macedo Freitas (BA),826,Serie B,2018,6
11881,19/05/2018,16:30,Londrina,CSA,1,2,Savio Pereira Sampaio,1656,Serie B,2018,6
11882,19/05/2018,16:30,Paysandu,São Bento,1,1,Elmo Alves Resende Cunha (GO),5331,Serie B,2018,6
11883,19/05/2018,16:30,Ponte Preta,Atlético-GO,1,3,Caio Max Augusto Vieira,,Serie B,2018,6
11884,19/05/2018,19:00,Boa Esporte,Coritiba,1,1,Rodrigo D'Alonso Ferreira,600,Serie B,2018,6
11885,22/05/2018,19:15,CSA,Figueirense,1,4,Thiago Duarte Peixoto,12110,Serie B,2018,7
11886,22/05/2018,21:30,Fortaleza,Criciúma,2,0,Alexandre Vargas Tavares,18286,Serie B,2018,7
11887,25/05/2018,19:15,Avaí,Paysandu,3,1,Leandro Bizzio Marinho,3793,Serie B,2018,7
11888,25/05/2018,19:15,Atlético-GO,Oeste,2,2,Rodrigo D'Alonso Ferreira,2289,Serie B,2018,7
11889,25/05/2018,21:30,Coritiba,Vila Nova,2,0,Rodrigo Guarizo Ferreira do Amaral,7317,Serie B,2018,7
11890,26/05/2018,16:30,Goiás,Boa Esporte,1,2,Diego Pombo Lopez,,Serie B,2018,7
11891,26/05/2018,16:30,Brasil Pelotas,Londrina,3,0,Rodrigo Carvalhaes de Miranda,1608,Serie B,2018,7
11892,26/05/2018,17:25,São Bento,Juventude,2,2,André Luiz de Freitas Castro,1163,Serie B,2018,7
11893,26/05/2018,21:00,Guarani,CRB,2,0,Emerson de Almeida Ferreira,1737,Serie B,2018,7
11894,28/05/2018,20:00,Sampaio Corrêa,Ponte Preta,1,0,Daniel Nobre Bins,5830,Serie B,2018,7
11895,29/05/2018,19:15,São Bento,Figueirense,1,1,Felipe Gomes da Silva,1866,Serie B,2018,8
11896,29/05/2018,21:30,Londrina,Coritiba,3,2,Marcelo de Lima Henrique  (RJ),902,Serie B,2018,8
11897,01/06/2018,19:15,Juventude,Guarani,1,0,Adriano Milczvski,1702,Serie B,2018,8
11898,01/06/2018,20:30,Vila Nova,CSA,0,1,Wanderson Alves de Sousa,5017,Serie B,2018,8
11899,01/06/2018,21:30,Avaí,Criciúma,0,1,Rafael Traci,5822,Serie B,2018,8
11900,01/06/2018,21:30,Paysandu,Boa Esporte,2,0,Alexandre Vargas Tavares,4881,Serie B,2018,8
11901,02/06/2018,16:30,Fortaleza,Sampaio Corrêa,1,0,Caio Max Augusto Vieira,40460,Serie B,2018,8
11902,02/06/2018,16:30,Atlético-GO,Goiás,1,3,Dewson Fernando Freitas da Silva,5861,Serie B,2018,8
11903,02/06/2018,16:30,CRB,Brasil Pelotas,1,1,Elmo Alves Resende Cunha (GO),4305,Serie B,2018,8
11904,02/06/2018,19:00,Ponte Preta,Oeste,1,1,Dyorgines Jose Padovani,,Serie B,2018,8
11905,05/06/2018,19:15,Juventude,Atlético-GO,2,2,Thiago Duarte Peixoto,2121,Serie B,2018,9
11906,05/06/2018,19:15,Figueirense,Londrina,1,1,Diego Pombo Lopez,2317,Serie B,2018,9
11907,05/06/2018,19:15,Criciúma,Paysandu,4,1,André Luiz de Freitas Castro,2279,Serie B,2018,9
11908,05/06/2018,19:15,Coritiba,CRB,1,0,Daniel Nobre Bins,5340,Serie B,2018,9
11909,05/06/2018,20:30,Boa Esporte,São Bento,2,2,Denis Ribeiro Serafim,474,Serie B,2018,9
11910,05/06/2018,20:30,CSA,Guarani,1,2,Andrey da Silva e Silva,9042,Serie B,2018,9
11911,05/06/2018,20:30,Sampaio Corrêa,Avaí,1,1,Emerson de Almeida Ferreira,3704,Serie B,2018,9
11912,05/06/2018,21:30,Ponte Preta,Goiás,2,1,Jailson Macedo Freitas (BA),,Serie B,2018,9
11913,05/06/2018,21:30,Oeste,Brasil Pelotas,0,0,Alisson Sidnei Furtado,554,Serie B,2018,9
11914,05/06/2018,21:30,Vila Nova,Fortaleza,0,0,Vinicius Furlan,3635,Serie B,2018,9
11915,08/06/2018,19:15,Londrina,Juventude,0,1,Alinor Silva da Paixão,1263,Serie B,2018,10
11916,08/06/2018,20:30,Goiás,Paysandu,2,1,Antonio Dib Moraes de Sousa,3511,Serie B,2018,10
11917,08/06/2018,21:30,Avaí,Coritiba,2,0,Rodrigo Carvalhaes de Miranda,4376,Serie B,2018,10
11918,09/06/2018,16:30,Sampaio Corrêa,Oeste,2,0,Felipe Gomes da Silva,4706,Serie B,2018,10
11919,09/06/2018,16:30,Guarani,Vila Nova,1,1,Alexandre Vargas Tavares,3521,Serie B,2018,10
11920,09/06/2018,16:30,São Bento,Fortaleza,2,1,Wagner Reway,4421,Serie B,2018,10
11921,09/06/2018,16:30,Criciúma,Boa Esporte,1,1,Rodrigo Guarizo Ferreira do Amaral,4058,Serie B,2018,10
11922,09/06/2018,16:30,CSA,CRB,0,0,André Luiz de Freitas Castro,10051,Serie B,2018,10
11923,09/06/2018,19:00,Atlético-GO,Figueirense,3,4,Vinicius Gonçalves Dias Araujo,1588,Serie B,2018,10
11924,09/06/2018,21:00,Brasil Pelotas,Ponte Preta,0,2,Rodrigo Batista Raposo,1537,Serie B,2018,10
11925,11/06/2018,18:00,Juventude,Coritiba,1,1,Caio Max Augusto Vieira,2032,Serie B,2018,11
11926,12/06/2018,18:00,Londrina,Goiás,1,3,Marielson Alves Silva,525,Serie B,2018,11
11927,12/06/2018,20:30,Figueirense,Sampaio Corrêa,1,0,Elmo Alves Resende Cunha (GO),4193,Serie B,2018,11
11928,14/06/2018,21:00,Guarani,São Bento,0,0,Jailson Macedo Freitas (BA),2237,Serie B,2018,11
11929,15/06/2018,19:15,Fortaleza,Brasil Pelotas,2,0,Emerson de Almeida Ferreira,16651,Serie B,2018,11
11930,15/06/2018,20:30,Boa Esporte,Avaí,0,2,Gilberto Rodrigues Castro Junior,506,Serie B,2018,11
11931,15/06/2018,21:30,CRB,Ponte Preta,2,0,Eduardo Tomaz de Aquino Valadão,4893,Serie B,2018,11
11932,16/06/2018,18:30,Vila Nova,Atlético-GO,0,0,Marcelo de Lima Henrique  (RJ),4014,Serie B,2018,11
11933,16/06/2018,19:00,Oeste,Criciúma,2,2,Andrey da Silva e Silva,518,Serie B,2018,11
11934,16/06/2018,21:00,Paysandu,CSA,0,0,Bruno Arleu de Araújo,2704,Serie B,2018,11
11935,19/06/2018,19:15,Ponte Preta,CSA,1,1,Dewson Fernando Freitas da Silva,,Serie B,2018,12
11936,19/06/2018,21:30,Avaí,Guarani,3,3,Dyorgines Jose Padovani,4153,Serie B,2018,12
11937,21/06/2018,21:30,Goiás,Juventude,1,1,Savio Pereira Sampaio,7009,Serie B,2018,12
11938,22/06/2018,19:15,Brasil Pelotas,Criciúma,1,0,Raphael Claus,1306,Serie B,2018,12
11939,23/06/2018,18:30,Coritiba,Figueirense,1,1,Marcelo Aparecido Ribeiro de Souza,7120,Serie B,2018,12
11940,23/06/2018,19:00,São Bento,Londrina,0,1,Rodrigo D'Alonso Ferreira,2530,Serie B,2018,12
11941,23/06/2018,19:00,Sampaio Corrêa,Atlético-GO,2,3,Rodrigo Carvalhaes de Miranda,3873,Serie B,2018,12
11942,23/06/2018,19:00,Fortaleza,Oeste,1,2,Grazianni Maciel Rocha,20076,Serie B,2018,12
11943,23/06/2018,19:00,Boa Esporte,Vila Nova,0,2,Mayron Frederico dos Reis Novais,569,Serie B,2018,12
11944,23/06/2018,21:00,CRB,Paysandu,1,1,Caio Max Augusto Vieira,3691,Serie B,2018,12
11945,26/06/2018,19:15,Juventude,Vila Nova,0,1,Wagner Reway,2556,Serie B,2018,13
11946,26/06/2018,20:30,Oeste,Avaí,1,0,Rodrigo Batista Raposo,659,Serie B,2018,13
11947,26/06/2018,21:30,Goiás,CRB,2,1,Leandro Bizzio Marinho,3868,Serie B,2018,13
11948,29/06/2018,18:00,CSA,Coritiba,2,2,Wagner do Nascimento Magalhães,6646,Serie B,2018,13
11949,29/06/2018,19:00,Atlético-GO,Brasil Pelotas,2,1,Rodolpho Toski Marques,1528,Serie B,2018,13
11950,29/06/2018,21:30,Guarani,Boa Esporte,1,1,Antonio Dib Moraes de Sousa,2248,Serie B,2018,13
11951,30/06/2018,18:00,Figueirense,Ponte Preta,0,2,Gilberto Rodrigues Castro Junior,3833,Serie B,2018,13
11952,30/06/2018,18:00,Criciúma,São Bento,1,0,Leandro Pedro Vuaden,2084,Serie B,2018,13
11953,30/06/2018,20:30,Paysandu,Fortaleza,0,1,Eduardo Tomaz de Aquino Valadão,4776,Serie B,2018,13
11954,01/07/2018,18:00,Londrina,Sampaio Corrêa,1,1,Andrey da Silva e Silva,1267,Serie B,2018,13
11955,04/07/2018,18:00,Coritiba,Paysandu,2,0,Elmo Alves Resende Cunha (GO),4475,Serie B,2018,14
11956,04/07/2018,20:30,CRB,São Bento,1,0,Rafael Traci,4036,Serie B,2018,14
11957,04/07/2018,20:30,Atlético-GO,Boa Esporte,2,0,Bruno Arleu de Araújo,1842,Serie B,2018,14
11958,04/07/2018,20:30,Avaí,Goiás,0,1,Thiago Duarte Peixoto,3126,Serie B,2018,14
11959,05/07/2018,18:00,Oeste,Guarani,0,1,Rodrigo D'Alonso Ferreira,757,Serie B,2018,14
11960,05/07/2018,19:00,Brasil Pelotas,CSA,0,2,Jailson Macedo Freitas (BA),1076,Serie B,2018,14
11961,05/07/2018,20:30,Vila Nova,Londrina,1,1,Caio Max Augusto Vieira,5716,Serie B,2018,14
11962,05/07/2018,21:00,Criciúma,Figueirense,1,1,Vinicius Furlan,2528,Serie B,2018,14
11963,08/07/2018,18:00,Ponte Preta,Fortaleza,2,0,Paulo Roberto Alves Júnior,8445,Serie B,2018,14
11964,17/07/2018,20:30,Sampaio Corrêa,Juventude,0,0,Alexandre Vargas Tavares,5009,Serie B,2018,14
11965,09/07/2018,18:00,Guarani,Coritiba,2,1,Jean Pierre Goncalves Lima,4567,Serie B,2018,15
11966,09/07/2018,20:30,Figueirense,Oeste,1,2,Emerson de Almeida Ferreira,3157,Serie B,2018,15
11967,12/07/2018,18:00,Londrina,Avaí,1,2,Rodrigo Carvalhaes de Miranda,468,Serie B,2018,15
11968,12/07/2018,20:30,Paysandu,Vila Nova,1,2,Alinor Silva da Paixão,3512,Serie B,2018,15
11969,13/07/2018,19:00,Brasil Pelotas,Juventude,1,1,Héber Lopes,2241,Serie B,2018,15
11970,13/07/2018,20:30,Goiás,Criciúma,2,1,Wanderson Alves de Sousa,8746,Serie B,2018,15
11971,13/07/2018,20:30,Boa Esporte,CRB,0,1,Felipe Gomes da Silva,493,Serie B,2018,15
11972,13/07/2018,21:30,CSA,Sampaio Corrêa,1,0,Gilberto Rodrigues Castro Junior,8394,Serie B,2018,15
11973,14/07/2018,16:00,Fortaleza,Atlético-GO,0,1,Marcelo Aparecido Ribeiro de Souza,15828,Serie B,2018,15
11974,14/07/2018,18:00,São Bento,Ponte Preta,0,2,Antonio Dib Moraes de Sousa,2598,Serie B,2018,15
