,match,team,time,player,desc
711,1154,h,31',Ricardinho,Gol
712,1154,h,87',Adriano Duarte,Gol-contra
713,1155,h,4',Dimba,Gol
714,1156,h,19',Weldon,Gol
715,1156,h,89',Fred,Gol
716,1157,a,20',Gustavo Papa,Gol
717,1157,a,54',Jorge Wagner,Gol de pênalti
718,1157,h,57',Cléo,Gol
719,1157,a,90+2',Rafael Sóbis,Gol
720,1158,a,16',Michel Bastos,Gol
721,1158,h,26',Carlos Tevez,Gol
722,1158,h,54',Roger,Gol
723,1158,a,61',Bebeto,Cartão vermelho
724,1159,h,21',Eder Ceccon,Gol
725,1160,a,1',Adriano Gabirú,Gol
726,1160,h,43',Rogério Ceni,Gol
727,1161,a,23',Gustavo Caiche,Segundo cartão amarelo
728,1161,a,82',Douglas,Segundo cartão amarelo
729,1161,h,85',Michel Bastos,Gol de pênalti
730,1161,h,90+3',Alexandre,Gol
731,1162,h,54',Iranildo,Gol
732,1163,h,78',Henrique,Cartão vermelho
733,1164,h,9',Harison,Gol
734,1164,h,21',Danilo Sacramento,Gol
735,1164,h,44',Kahê,Gol de pênalti
736,1164,a,73',Éder Monteiro,Gol
737,1164,a,87',Romário,Gol
738,1164,h,90+1',Rafael Santos,Gol
739,1165,a,21',Coelho,Cartão vermelho
740,1165,a,26',Carlos Tevez,Gol de pênalti
741,1165,h,58',Adriano Duarte,Cartão vermelho
742,1165,a,78',Carlos Tevez,Cartão vermelho
743,1166,h,9',Sergio Gioino,Gol
744,1166,h,47',Daniel da Silva,Gol
745,1166,a,88',Basílio,Gol de pênalti
746,1166,h,90',Daniel da Silva,Cartão vermelho
747,1167,h,1',Rafael Marques,Gol
748,1167,h,61',Almir,Gol
749,1168,a,55',William Fabro,Gol
750,1168,a,82',Enílton,Gol
751,1168,h,87',Alexandre Oliveira,Gol
752,1169,h,74',Fernandão,Gol
753,1171,a,40',Chiquinho,Cartão vermelho
754,1171,h,48',Borges,Gol
755,1171,h,53',Thiago Neves,Gol
756,1171,h,69',Borges,Gol de pênalti
757,1172,a,46',Kahê,Gol
758,1172,a,48',Danilo Sacramento,Gol
759,1172,h,71',Fred,Gol
760,1173,h,38',Thiago Martinelli,Gol
761,1173,h,86',Edu Sales,Gol
762,1174,h,38',Cléber Goiano,Gol
763,1174,h,60',Souza,Gol
764,1174,a,61',Juninho Paulista,Gol
765,1175,a,0',Enílton,Cartão vermelho
766,1175,a,42',Naldo,Gol
767,1175,a,53',Lauro,Gol
768,1175,h,62',César Prates,Gol
769,1175,h,68',Alex Alves,Gol de pênalti
770,1175,h,84',Alex Alves,Gol de pênalti
771,1176,h,19',Deivid,Gol
772,1176,h,44',Deivid,Cartão vermelho
773,1176,a,45',Tuta,Gol de pênalti
774,1176,a,66',Rodrigo Tiuí,Cartão vermelho
775,1177,a,36',Euller,Gol
776,1177,h,62',Gustavo Papa,Gol
777,1178,a,0',Fabiano Oliveira,Cartão vermelho
778,1178,h,23',Jô,Gol
779,1178,h,52',Abuda,Gol
780,1178,a,73',Fabiano Oliveira,Gol
781,1178,h,77',Roger,Gol
782,1178,a,81',Jean,Gol
783,1178,h,83',Jô,Gol
784,1179,a,19',Rogério Ceni,Gol
785,1179,h,39',Robgol,Gol
786,1179,h,48',Robgol,Gol
787,1179,a,65',Roger Silva,Gol
788,1179,a,81',Alex Bruno,Cartão vermelho
789,1180,h,4',Romário,Gol de pênalti
790,1180,h,12',Alex Dias,Gol
791,1180,a,80',Marquinhos,Gol
792,1180,a,87',Marquinhos,Gol
793,1181,a,25',Carlos Alberto,Gol
794,1181,a,52',Ronny,Gol
795,1181,h,56',Iranildo,Gol de pênalti
796,1181,a,63',Gustavo Nery,Gol
797,1181,h,75',Tiano,Gol
798,1181,a,87',Edson Sitta,Gol
799,1182,a,0',Alemão,Segundo cartão amarelo
800,1182,a,9',Robgol,Gol
801,1182,a,20',Robgol,Gol
802,1182,h,51',Edmundo,Gol
803,1182,h,82',Alexandre,Gol
804,1182,h,87',Edmundo,Gol
805,1182,a,90+2',Donizete Amorim,Gol
806,1183,a,19',Romário,Gol
807,1183,h,59',Pedrinho,Gol
808,1183,h,63',Marcinho,Gol
809,1183,h,80',Marcinho,Gol
810,1183,h,82',Marcinho,Gol
811,1183,a,89',Romário,Gol
812,1183,h,90+1',Corrêa,Gol
813,1184,h,31',Harison,Gol
814,1184,h,67',Kahê,Gol
815,1185,a,24',Durval,Segundo cartão amarelo
816,1185,a,47',Fabrício,Gol
817,1185,h,76',Renato Abreu,Gol de pênalti
818,1186,a,19',Claudecir,Gol
819,1186,h,43',Marques,Gol
820,1186,a,54',Claudecir,Gol
821,1186,h,76',Marques,Gol
822,1186,a,90',Triguinho,Gol
823,1187,h,19',Toró,Gol
824,1187,h,42',Antônio Carlos,Gol
825,1187,h,63',Preto,Gol
826,1189,h,76',Paulo Matos,Gol
827,1191,h,18',Tiago Cavalcanti,Gol
828,1191,a,21',Neto,Gol
829,1191,h,36',Ricardinho,Gol
830,1192,h,54',Rafael Muçamba,Gol
831,1193,h,12',Zé Carlos,Gol
832,1193,a,38',Kahê,Gol
833,1193,a,44',Éverton,Gol
834,1193,a,48',Kahê,Gol de pênalti
835,1194,a,30',Iarley,Gol
836,1194,h,36',Souza,Gol
837,1194,a,53',Fernandão,Gol de pênalti
838,1194,a,83',Tinga,Gol
839,1195,a,17',Oséas,Gol
840,1195,h,18',Obina,Gol
841,1195,a,38',Oséas,Gol
842,1195,h,53',Obina,Gol
843,1195,a,65',Iranildo,Gol
844,1195,a,79',Márcio Careca,Gol
845,1195,h,85',Léo Moura,Gol
846,1196,h,38',Rodrigo Tabata,Gol
847,1196,h,62',Rodrigo Tabata,Gol
848,1196,a,74',Jackson,Gol
849,1197,a,77',Marquinhos Paraná,Gol
850,1198,a,57',Antônio Carlos,Cartão vermelho
851,1198,h,62',Carlos Alberto,Cartão vermelho
852,1198,a,65',Gabriel,Gol
853,1199,a,1',Deivid,Gol
854,1199,h,24',Alessandro,Gol
855,1199,a,45',Ricardinho,Gol de pênalti
856,1199,a,78',Giovanni,Gol
857,1201,a,35',Daniel da Silva,Gol
858,1201,h,83',Balão,Gol
859,1201,h,90+1',Alex Pinho,Gol
860,1202,h,10',Lopes,Gol
861,1202,h,35',Patrick,Gol
862,1202,a,44',Alex Dias,Gol de pênalti
863,1202,h,53',Marcelo Batatais,Gol
864,1202,a,68',Morais,Gol
865,1202,a,84',Rafael Gomes,Gol
866,1203,h,41',Tiago Cavalcanti,Gol de pênalti
867,1203,a,44',Alex Pinho,Cartão vermelho
868,1203,h,56',Capixaba,Gol
869,1203,a,74',Zé Augusto,Gol
870,1203,h,80',Jackson,Gol
871,1204,a,61',Renaldo,Gol
872,1205,a,6',Vítor,Gol
873,1205,a,39',André Dias,Gol
874,1205,a,66',André Dias,Cartão vermelho
875,1205,h,80',Maciel,Gol
876,1206,a,4',Abuda,Gol
877,1206,h,30',Mazinho Lima,Gol
878,1206,h,49',Mazinho Lima,Gol
879,1208,h,45',Marques,Gol de pênalti
880,1208,a,49',Obina,Gol
881,1208,h,78',Fábio Júnior,Gol
882,1208,a,83',Da Silva,Cartão vermelho
883,1208,h,83',Fábio Baiano,Cartão vermelho
884,1208,h,85',Luís Mário,Gol
885,1209,h,28',Iarley,Gol
886,1209,h,32',Tinga,Gol
887,1209,a,62',Dimba,Gol
888,1210,a,11',Émerson,Gol
889,1210,h,70',Pedrinho,Gol
890,1210,h,73',Marcinho,Gol de pênalti
891,1210,a,79',Túlio,Segundo cartão amarelo
892,1210,h,80',Marcinho,Gol de pênalti
893,1210,h,86',Marcinho,Gol
894,1212,h,15',Pituca,Gol
895,1212,a,51',Rodrigo Beckham,Gol
896,1212,a,55',Ticão,Cartão vermelho
897,1212,h,90+1',Marcelinho Carioca,Gol
898,1213,h,20',Izaias,Gol
899,1213,h,70',Élson,Gol
900,1214,h,20',Neto,Gol
901,1214,a,42',Cleber,Cartão vermelho
902,1214,h,51',Thiago Neves,Gol
903,1214,h,80',André Dias,Gol
904,1215,h,6',Zé Carlos,Gol
905,1215,a,31',Oséas,Gol
906,1215,h,74',Lauro,Gol
907,1216,a,12',Fumagalli,Gol
908,1216,h,30',Marquinhos,Gol
909,1216,a,89',Paulo Isidoro,Gol
910,1217,h,56',Marcio Richardes,Gol
911,1217,a,57',Evando,Gol
912,1217,h,73',Dimba,Gol de pênalti
913,1218,h,18',Alê,Cartão vermelho
914,1218,h,60',Júnior Baiano,Gol-contra
915,1218,h,90',Hernanes,Gol
916,1219,a,6',Douglas Cardozo,Gol
917,1219,h,9',Aldo,Gol
918,1219,h,37',Souza,Gol
919,1219,a,39',Giovanni,Gol
920,1219,a,45',Basílio,Gol
921,1219,a,56',Ricardinho,Gol
922,1219,h,71',Jorge Mutt,Gol
923,1220,a,50',Leonardo Silva,Gol
924,1220,h,52',Gustavo Nery,Gol
925,1220,h,61',Rosinei,Gol
926,1220,h,66',Rosinei,Gol
927,1220,h,89',Hugo,Cartão vermelho
928,1220,a,89',Baiano,Cartão vermelho
929,1221,a,45',Beto,Gol
930,1221,h,57',Alex Alves,Gol de pênalti
931,1221,a,75',Gabriel Santos,Gol de pênalti
932,1222,a,22',Élder Granja,Gol
933,1222,a,24',Vinícius,Gol
934,1222,h,37',Alex Dias,Gol
935,1222,a,57',Jorge Wagner,Gol de pênalti
936,1222,h,63',Alex Dias,Gol de pênalti
937,1222,a,80',Rafael Sóbis,Gol
938,1223,h,34',Evandro,Gol
939,1224,a,33',Zé Antônio,Gol
940,1224,a,40',Henrique,Cartão vermelho
941,1224,h,44',Marcelo Batatais,Gol
942,1224,h,58',Fred,Gol
943,1225,a,31',Iranildo,Gol
944,1225,a,45',Marcelinho Carioca,Gol
945,1225,h,69',Roni,Gol
946,1225,a,81',Alex Oliveira,Gol
947,1226,a,1',Bilú,Gol
948,1226,h,6',Kahê,Gol de pênalti
949,1226,h,52',Evando,Gol
950,1227,a,57',Júlio César,Cartão vermelho
951,1227,a,86',Márcio Mixirica,Gol
952,1228,h,27',Beto,Gol
953,1228,a,37',Marinho,Gol
954,1228,a,54',Carlos Tevez,Gol
955,1228,h,68',Aderaldo,Cartão vermelho
956,1228,a,77',Dinélson,Gol
957,1228,h,86',André Dias,Gol
958,1229,a,10',Lima,Gol
959,1229,a,42',Caetano Calil,Gol
960,1229,h,48',Marques,Gol
961,1229,h,55',Rubens Cardoso,Gol
962,1229,a,83',Fabrício,Gol
963,1230,a,1',Flávio,Cartão vermelho
964,1230,h,18',Halisson,Gol
965,1230,a,36',Hernanes,Gol
966,1230,h,43',Ávalos,Cartão vermelho
967,1230,h,88',Carlinhos,Gol
968,1231,h,35',Souza,Gol
969,1232,a,2',Alex Alves,Gol de pênalti
970,1232,a,31',César Prates,Gol
971,1232,a,89',Juca,Gol
972,1233,h,10',Iarley,Gol
973,1233,h,14',Índio,Gol
974,1233,h,27',Jorge Wagner,Gol
975,1233,h,29',Jorge Wagner,Gol
976,1233,h,76',Rafael Sóbis,Gol
977,1233,a,82',Naldo,Gol
978,1233,a,90+1',Zé Carlos,Gol de pênalti
979,1234,a,59',Fumagalli,Gol
980,1234,h,85',Lúcio,Gol
981,1234,a,89',Fumagalli,Gol
982,1235,a,44',Diego Clementino,Gol
983,1235,h,55',Rafael Moura,Gol
984,1235,h,59',Robgol,Gol
985,1235,a,66',Marabá,Cartão vermelho
986,1235,h,66',Robgol,Gol
987,1235,h,90+1',Rafael Moura,Gol
988,1236,h,42',Edílson,Gol
989,1236,a,48',Neto,Gol
990,1237,h,10',Túlio,Gol
991,1237,h,16',César Prates,Gol
992,1237,a,17',Evando,Gol
993,1237,a,25',Kahê,Gol
994,1237,a,59',Éverton,Cartão vermelho
995,1237,h,76',Alex Alves,Gol de pênalti
996,1237,a,80',Rissutt,Cartão vermelho
997,1237,h,89',Carlinhos Santos,Gol-contra
998,1238,h,0',Erandir,Cartão vermelho
999,1238,h,24',Amaral,Gol
1000,1238,a,35',Marques,Gol
1001,1238,a,52',Marques,Gol
1002,1238,a,70',Euller,Gol
1003,1238,a,90+4',Fábio Júnior,Gol
1004,1239,a,19',Gabriel Santos,Gol
1005,1239,h,25',Lima,Gol
1006,1239,h,37',Lima,Gol
1007,1239,a,81',Igor,Gol
1008,1239,h,84',Caetano Calil,Gol
1009,1240,a,5',André Leone,Gol
1010,1240,a,20',Roni,Gol
1011,1240,h,62',Iarley,Gol
1012,1240,h,69',Rafael Sóbis,Gol
1013,1240,a,71',Romerito,Gol
1014,1241,h,9',Marquinhos Paraná,Gol
1015,1241,a,27',Nen,Gol
1016,1241,a,38',Marcinho,Gol
1017,1241,a,60',Reinaldo,Gol
1018,1241,a,80',Pedrinho,Gol
1019,1242,a,6',Diego Tardelli,Gol
1020,1242,h,18',Márcio Careca,Gol
1021,1242,a,26',Danilo,Gol
1022,1242,a,51',Rogério Ceni,Gol
1023,1242,h,62',Régis,Gol
1024,1242,h,90+3',Igor Castro,Gol
1025,1243,h,19',Geilson,Gol
1026,1243,h,53',Geilson,Gol
1027,1243,a,54',Anderson Costa,Gol
1028,1243,a,61',Fernandinho,Gol
1029,1243,a,81',Alex Dias,Gol
1030,1244,h,3',Adriano Gabirú,Gol
1031,1244,a,55',Caio,Gol
1032,1244,a,71',Rafinha,Gol de pênalti
1033,1244,h,89',Fred,Gol
1034,1245,a,18',Robgol,Gol de pênalti
1035,1245,a,26',Alex Pinho,Cartão vermelho
1036,1245,h,65',Betão,Cartão vermelho
1037,1245,h,68',Bobô,Gol
1038,1245,h,70',Dinélson,Gol
1039,1245,h,75',Bobô,Cartão vermelho
1040,1245,a,83',Robgol,Gol
1041,1245,h,86',Jô,Gol
1042,1246,a,13',Enílton,Gol
1043,1246,a,17',Naldo,Gol
1044,1246,h,28',Léo Moura,Cartão vermelho
1045,1246,h,32',Júnior Baiano,Gol
1046,1246,a,46',Enílton,Gol
1047,1246,a,61',Túlio Maravilha,Gol
1048,1246,h,77',Júnior Baiano,Gol
1049,1246,h,79',Fabiano Oliveira,Gol
1050,1247,a,0',Adriano Duarte,Cartão vermelho
1051,1247,h,3',Borges,Gol de pênalti
1052,1247,h,25',André Dias,Cartão vermelho
1053,1247,h,70',Beto,Gol
1054,1247,h,90+1',Neto,Segundo cartão amarelo
1055,1247,a,90+1',Dennys Richard,Cartão vermelho
1056,1248,h,5',César Prates,Gol
1057,1248,a,31',Marcelinho Carioca,Gol
1058,1249,h,23',Júlio Santos,Gol
1059,1249,h,57',Romerito,Gol
1060,1249,a,80',Fumagalli,Gol
1061,1250,a,78',Canindé,Gol
1062,1251,a,11',Gustavo Nery,Gol
1063,1251,h,15',Romário,Gol
1064,1251,a,33',Marcelo Mattos,Gol
1065,1251,h,50',Morais,Gol
1066,1251,a,83',Abuda,Gol
1067,1252,h,2',Vágner,Gol
1068,1252,h,22',Alexandre Oliveira,Gol
1069,1252,a,27',Henrique,Cartão vermelho
1070,1252,a,34',Jean,Gol
1071,1252,a,63',Renato Silva,Gol
1072,1252,h,90+2',Vágner,Gol
1073,1253,h,67',Washington,Gol
1074,1254,a,44',Preto,Segundo cartão amarelo
1075,1254,h,47',Kahê,Gol de pênalti
1076,1254,a,61',Tuta,Gol
1077,1254,h,65',Ângelo,Cartão vermelho
1078,1254,h,81',Izaias,Gol
1079,1254,h,90+2',André Silva,Segundo cartão amarelo
1080,1255,a,23',Halisson,Gol
1081,1255,h,29',Fred,Gol
1082,1255,a,33',Ricardinho,Gol
1083,1255,h,51',Kelly,Gol
1084,1255,h,59',Adriano Gabirú,Gol
1085,1256,a,31',Fernandão,Gol
1086,1256,h,44',Robgol,Cartão vermelho
1087,1256,h,55',Eder Ceccon,Gol
1088,1256,a,77',Fernandão,Gol de pênalti
1089,1257,a,29',Edmundo,Gol de pênalti
1090,1257,a,38',Adriano,Gol
1091,1257,h,60',Zé Carlos,Gol
1092,1257,h,90+3',Tucho,Gol
1093,1258,h,12',Mazinho Lima,Gol
1094,1258,h,15',Rinaldo,Gol
1095,1259,h,47',Gabriel,Gol de pênalti
1096,1259,a,78',Souza,Gol
1097,1260,a,89',Alex Alves,Gol
1098,1261,a,4',Marinho,Gol-contra
1099,1261,h,12',Roger,Gol
1100,1261,a,47',Fred,Gol
1101,1261,h,60',Rosinei,Gol
1102,1261,h,62',Rosinei,Gol
1103,1261,a,68',Moisés Moura,Gol
1104,1261,h,74',Carlos Tevez,Gol de pênalti
1105,1262,h,9',Paulo André,Gol
1106,1262,h,15',Evandro,Gol
1107,1262,h,19',Lima,Gol
1108,1262,h,45',Jancarlos,Gol
1109,1262,h,50',Lima,Gol
1110,1262,a,54',Anderson Costa,Gol
1111,1262,h,82',Aloisio Chulapa,Gol
1112,1262,a,90',Alex Dias,Gol
1113,1262,h,90+2',Finazzi,Gol
1114,1263,a,53',Evando,Gol
1115,1267,a,4',Parral,Gol
1116,1267,a,89',Borges,Gol
1117,1269,h,14',Moisés Moura,Gol
1118,1269,a,38',Bosco,Cartão vermelho
1119,1269,h,83',Diego Clementino,Gol
1120,1269,h,85',Diego Clementino,Gol
1121,1270,a,28',Julio Cáceres,Gol
1122,1270,h,36',Paulo Baier,Gol
1123,1270,a,44',Julio Cáceres,Cartão vermelho
1124,1270,h,53',Roni,Gol
1125,1270,h,63',Souza,Gol
1126,1271,a,20',Dimba,Gol
1127,1271,a,73',Edílson,Gol
1128,1271,h,76',Abedi,Gol
1129,1271,h,78',Fernandinho,Gol
1130,1271,h,90',Alex Dias,Gol
1131,1271,h,90+1',Anderson Costa,Cartão vermelho
1132,1272,a,66',Léo Moura,Gol
1133,1272,a,76',Jean,Gol
1134,1273,h,89',Rafael Santos,Gol
1135,1273,a,89',Rafael Sóbis,Gol
1136,1274,h,51',Michel Bastos,Gol
1137,1274,a,67',Gabriel,Gol de pênalti
1138,1275,a,2',Agnaldo,Gol
1139,1275,h,25',Rafinha,Gol de pênalti
1140,1275,h,50',Reginaldo Nascimento,Cartão vermelho
1141,1275,a,68',Alex Oliveira,Cartão vermelho
1142,1276,a,44',Aloisio Chulapa,Gol
1143,1276,h,55',Daniel da Silva,Gol
1144,1277,a,22',André Dias,Gol
1145,1277,a,43',Borges,Gol
1146,1277,h,58',João Carlos,Gol
1147,1277,a,61',Borges,Gol
1148,1277,h,70',Alex Pinho,Gol
1149,1277,a,75',Borges,Gol
1150,1277,h,76',Robgol,Gol
1151,1278,h,36',Jardel,Gol
1152,1278,h,38',Zé Carlos,Segundo cartão amarelo
1153,1278,h,48',Enílton,Gol
1154,1278,a,79',Diego Lugano,Gol
1155,1278,a,90+3',Cicinho,Segundo cartão amarelo
1156,1279,h,12',Cláudio Pitbull,Gol
1157,1279,a,35',Betão,Gol
1158,1279,h,66',Luizão,Cartão vermelho
1159,1279,h,69',Luciano Henrique,Gol
1160,1279,a,72',Nilmar,Gol
1161,1279,a,87',Carlos Alberto,Gol de pênalti
1162,1279,a,88',Carlos Alberto,Cartão vermelho
1163,1280,a,10',Diego Campos,Gol
1164,1280,h,51',Dimba,Gol
1165,1281,a,23',Kelly,Gol
1166,1281,h,27',Dida,Gol
1167,1281,a,42',Adriano Gabirú,Gol
1168,1282,h,4',Carlos Tevez,Gol
1169,1282,h,24',Carlos Tevez,Gol
1170,1282,h,89',Bobô,Gol
1171,1283,h,60',Lima,Gol
1172,1284,h,8',Fábio Baiano,Gol
1173,1284,a,56',Robgol,Gol
1174,1284,h,60',Luís Mário,Gol
1175,1284,a,63',Rodrigo Broa,Gol
1176,1285,a,51',Robinho,Gol
1177,1286,h,45',Jônatas,Gol
1178,1287,h,6',André Dias,Gol
1179,1287,h,50',Borges,Gol
1180,1288,a,6',Romário,Gol
1181,1288,h,37',Tuta,Gol
1182,1288,a,46',Diego Corrêa,Gol
1183,1288,h,72',Beto,Gol
1184,1288,h,77',Milton do Ó,Gol
1185,1289,h,12',Rinaldo,Gol de pênalti
1186,1289,h,19',Rinaldo,Gol de pênalti
1187,1289,h,25',Fumagalli,Gol
1188,1289,a,41',Michel Bastos,Gol
1189,1289,h,59',Amaral,Gol
1190,1289,a,60',Michel Bastos,Gol de pênalti
1191,1289,a,85',Carlos Alberto,Cartão vermelho
1192,1289,h,86',Rinaldo,Gol de pênalti
1193,1290,h,33',Márcio Amoroso,Gol
1194,1290,h,35',Márcio Amoroso,Gol
1195,1290,h,42',Danilo,Gol
1196,1290,a,45+3',Marcinho,Gol
1197,1290,a,82',Sergio Gioino,Gol
1198,1290,a,88',Warley,Gol
1199,1291,h,40',Reinaldo,Gol
1200,1291,h,79',Gláuber,Gol
1201,1292,h,1',Alan Bahia,Gol de pênalti
1202,1292,a,14',Adriano Gabirú,Gol
1203,1292,h,22',Finazzi,Gol
1204,1292,h,50',Finazzi,Gol
1205,1292,a,53',Kelly,Gol
1206,1292,h,66',Finazzi,Gol
1207,1292,a,69',Adriano,Gol
1208,1292,a,70',Kelly,Gol
1209,1292,h,88',Evandro,Cartão vermelho
1210,1292,h,90',Schumacher,Gol
1211,1293,a,2',Dimba,Gol
1212,1293,a,41',Paulo Miranda,Gol
1213,1293,a,68',Paulo Miranda,Cartão vermelho
1214,1293,a,78',Edílson,Cartão vermelho
1215,1293,h,88',Carlos Tevez,Cartão vermelho
1216,1294,h,4',Ronaldo Angelim,Gol
1217,1294,h,48',Erandir,Gol
1218,1294,a,57',Jean,Gol
1219,1295,a,25',Sergio Gioino,Gol
1220,1295,h,46',Camazzola,Cartão vermelho
1221,1295,a,47',Washington,Gol
1222,1295,h,78',Zé Carlos,Gol
1223,1295,a,88',Leonardo,Cartão vermelho
1224,1295,h,90+1',Antônio Carlos Zago,Cartão vermelho
1225,1296,h,19',Daniel Marques,Gol
1226,1296,a,52',Basílio,Gol
1227,1296,a,65',Wendel,Cartão vermelho
1228,1297,a,8',Jackson,Gol
1229,1297,a,64',Marcelo Peabiru,Gol
1230,1297,a,84',Batata,Gol
1231,1298,h,32',Richarlyson,Cartão vermelho
1232,1298,a,58',Souza,Gol
1233,1300,a,52',Leandro,Gol
1234,1300,h,62',Rodrigo Fabri,Gol
1235,1300,a,77',Gabriel Santos,Gol
1236,1301,a,16',Edmundo,Gol
1237,1301,h,49',Alex Dias,Gol
1238,1301,a,63',Adriano,Gol
1239,1301,h,76',Fernandinho,Gol
1240,1301,a,88',Márcio Martins,Gol
1241,1301,h,90+3',Romário,Gol de pênalti
1242,1302,h,22',Triguinho,Gol
1243,1302,a,42',Thiago Martinelli,Gol-contra
1244,1302,a,44',Fabrício,Gol
1245,1302,a,56',David Ferreira,Cartão vermelho
1246,1302,h,60',Dimba,Gol
1247,1302,h,84',Claudecir,Gol
1248,1302,h,85',Claudecir,Cartão vermelho
1249,1302,a,90+2',Marcão,Cartão vermelho
1250,1303,h,35',Marcinho,Gol de pênalti
1251,1303,h,69',Sergio Gioino,Gol
1252,1303,a,81',Kahê,Gol de pênalti
1253,1304,a,54',Alex Dias,Gol de pênalti
1254,1304,a,56',Alex Dias,Gol
1255,1305,h,29',Alexandre Luz,Gol
1256,1305,a,56',Leandro Castán,Cartão vermelho
1257,1307,a,22',Márcio Amoroso,Gol
1258,1307,h,32',Michel Bastos,Gol
1259,1307,h,33',Adriano,Gol
1260,1307,h,39',Adriano,Gol
1261,1308,h,37',Rodrigo Tabata,Gol
1262,1309,h,0',Léo Lima,Cartão vermelho
1263,1309,a,0',Ávalos,Gol-contra
1264,1309,h,39',Robinho,Gol
1265,1310,h,46',Juninho Arcanjo,Gol
1266,1310,h,74',Beto,Gol
1267,1311,a,6',Mário César,Gol
1268,1311,h,36',Léo Moura,Gol
1269,1312,a,25',Zé Roberto,Gol
1270,1312,h,32',Adriano Gabirú,Gol
1271,1312,h,56',Diego Clementino,Gol
1272,1312,a,71',Rafael Marques,Gol
1273,1313,a,36',Pingo,Gol
1274,1313,h,72',Renaldo,Gol
1275,1313,h,79',Alcimar,Gol
1276,1313,a,85',Jean,Gol
1277,1313,a,90',Gustavo Caiche,Cartão vermelho
1278,1314,h,41',Carlos Gamarra,Gol
1279,1314,a,43',Rafael Sóbis,Gol
1280,1314,h,65',Marcinho,Gol de pênalti
1281,1314,a,67',Jorge Wagner,Gol
1282,1314,h,70',Juninho Paulista,Gol
1283,1314,h,89',Reinaldo,Cartão vermelho
1284,1315,a,0',Lima,Cartão vermelho
1285,1315,a,11',Schumacher,Gol
1286,1315,h,16',João Carlos,Gol
1287,1315,h,77',Vanderson,Gol
1288,1316,h,2',Paulo Baier,Gol
1289,1316,h,82',Danilo Portugal,Cartão vermelho
1290,1316,h,85',Jadílson,Gol
1291,1317,a,14',Carlos Tevez,Gol de pênalti
1292,1317,h,31',Kahê,Gol
1293,1317,a,48',Roger,Gol
1294,1317,a,50',Roger,Gol
1295,1317,h,67',Danilo Sacramento,Gol
1296,1317,a,69',Carlos Tevez,Gol
1297,1317,a,74',Sebastián Domínguez,Gol
1298,1317,h,80',Izaias,Gol
1299,1318,a,41',Aderaldo,Gol
1300,1319,a,1',Rubens Cardoso,Gol
1301,1319,h,74',Morais,Gol
1302,1319,h,77',Romário,Gol
1303,1320,h,27',Adriano,Gol
1304,1320,a,34',Iranildo,Gol
1305,1320,h,37',Michel Bastos,Gol
1306,1320,a,82',Oséas,Gol
1307,1321,h,32',Alex Alves,Gol
1308,1321,a,36',Diogo Barcellos,Gol
1309,1321,a,45',Ricardinho,Gol de pênalti
1310,1321,h,65',Émerson,Gol
1311,1321,a,71',Élton,Gol
1312,1321,h,89',Rafael Scheidt,Cartão vermelho
1313,1321,a,89',Flávio,Cartão vermelho
1314,1321,h,90+2',Alex Alves,Gol de pênalti
1315,1322,h,2',Mineiro,Gol
1316,1322,a,14',Marcelo Lopes,Gol
1317,1322,a,38',Fumagalli,Gol
1318,1322,h,39',Roger Silva,Cartão vermelho
1319,1322,h,55',Márcio Amoroso,Gol
1320,1322,h,63',Josué,Gol
1321,1323,h,1',Enílton,Gol
1322,1323,h,39',Enílton,Gol de pênalti
1323,1323,h,51',Juliano,Segundo cartão amarelo
1324,1323,a,56',Adriano Magrão,Gol
1325,1323,a,80',Adriano Magrão,Gol
1326,1323,h,85',Lauro,Gol
1327,1323,a,89',Lenny,Gol
1328,1323,a,90+2',Dejan Petkovic,Gol
1329,1323,a,90+3',Milton do Ó,Segundo cartão amarelo
1330,1324,h,23',Marques,Gol
1331,1324,a,32',Zé Carlos,Gol
1332,1324,h,87',Quirino,Gol
1333,1325,a,39',Fred,Gol
1334,1325,h,72',Júlio César,Cartão vermelho
1335,1326,a,9',Alex Bruno,Cartão vermelho
1336,1326,a,30',Christian,Gol
1337,1326,h,42',Alan Bahia,Gol
1338,1326,h,52',David Ferreira,Gol de pênalti
1339,1326,h,57',David Ferreira,Gol
1340,1326,h,88',Jancarlos,Gol
1341,1326,h,89',Jancarlos,Segundo cartão amarelo
1342,1326,a,90+2',Márcio Amoroso,Gol de pênalti
1343,1327,h,17',Gabriel,Gol
1344,1327,a,23',Marcinho,Gol de pênalti
1345,1327,a,48',Juninho Paulista,Gol
1346,1327,h,69',Leandro,Gol
1347,1328,a,10',Souza,Gol
1348,1328,h,85',Marcelo Mattos,Gol
1349,1329,h,45',Turatto,Gol
1350,1329,h,52',Igor Castro,Gol
1351,1329,a,71',Thiago Matias,Segundo cartão amarelo
1352,1329,h,72',Iranildo,Gol de pênalti
1353,1329,h,88',Róbston,Gol
1354,1331,h,18',Élton,Gol
1355,1331,h,22',Robinho,Gol de pênalti
1356,1331,h,27',Giovanni,Gol
1357,1331,h,30',Robinho,Gol de pênalti
1358,1331,a,47',Cleber,Gol
1359,1331,a,54',Michel Bastos,Gol
1360,1331,a,58',Edmundo,Gol
1361,1332,a,19',Alex Alves,Gol
1362,1332,h,28',Marquinhos,Gol
1363,1332,h,51',Rinaldo,Gol
